rank_setor,codigo_base,nome,valor_total,quantidade_total
40,911935446,ESCOVA LABUBU/STITCH,54.98,2
40,908629677,FORMA PIZZA 35 POLIDO,114.94999999999999,5
40,920132895,CANECA 250 ML,47.97,3
40,776867081,PERF STITCH PF5048,124.94999999999999,5
40,907206299,ENFEITE CABELO SORVETE,29.94,6
40,922945181,LACTA SHOT,145.10999999999999,9
40,941955477,KIT XUXINHAS 24PCS,94.31,19
41,918817603,ESCOVA DE CABELO,52.23,2
41,184347,PISTA BRINQUE CARRINHO,36.96,4
41,938829130,FESTAO 7CM LUXO,47.94,6
41,923523604,BARBIE STYLING,109.99,1
41,926828946,BOLSA DE MAO STITCH / ANGEL,130.47,3
41,936156937,CILIOS DE SEDA 9-14 2X20P,120.82000000000001,8
41,908629668,FORMA TUBO 18 POLIDO,67.14,6
41,918940239,BLUSH E ILUMINADOR MELU 8G,88.44,6
41,911982664,TARTARUGA MARUJO,49.98,2
41,898549879,BOLSA YIYPIANZ 38018,254.96999999999997,3
41,907206311,ESPELHO,27.98,2
41,911982673,COL S.TRUCK CAC VER,51.98,2
42,916867764,CONTORNO EM BASTAO LA7212,51.96,4
42,909222976,CANECA 220ML,51.51,9
42,909222908,POTE COM TAMPA G,109.94999999999999,5
42,923523607,MINI PETS DA BARBIE,45.98,2
42,946794337,CADERNO 80 FOLHAS,34.77,3
42,3040589,BOLSA,25.99,1
42,936675027,FESTAO 7CMC/ PAPAI NOEL,87.44,11
42,907256418,TIGELA COM TAMPA,49.95,5
42,943315056,BOLSA DUKEMODA BROWN,129.98,2
42,14878252,CADEIRA INF PRINCESA,64.58,2
42,907206263,ELASTICO DE CABELO,248.49,51
42,923523610,MINI GATA NA CASINHA,45.98,2
42,907218980,CARRINHO DE BRINQUEDO,45.98,2
42,909223112,MASCARA DE CILIOS PANDA,115.61,9
43,907206263,ELASTICO DE CABELO,44.910000000000004,9
43,974233468,TAMBOR LOSANGO C/ 2 UN,33.57,3
43,935697506,PEND BONECO PELUCIA,25.98,2
43,906678881,TIGELA COM TAMPA,107.91,9
43,2281328,CAPA SOFA 2/3 LUG KING,49.99,1
43,2007266,MASCARA CILIOS RUBY RO,50.97,3
43,911935479,PALE SOMB FLORAL,87.43,7
43,909222920,POTE ORG C/ TAMPA E ESC,113.9,10
43,1057616,PÓ FACIAL BAN FENZZA,62.64,6
43,927418459,KIT ESPON MAQ,247.33,17
43,907206263,ELASTICO DE CABELO,49.900000000000006,10
43,936238164,BOLSA TERM YIYPIANZ,126.71000000000001,4
44,918940224,PO COMPACTO 8G SARAH'S BEAUTY,111.92,8
44,922961171,ESCOVA STITCH PEQUENA,245.95,10
44,907218978,MOTO BRINQUEDO,47.98,2
44,935697479,FITA ARAMADA AR NATAL,24.99,1
44,909222908,POTE COM TAMPA G,43.98,2
44,909222920,POTE ORG C/ TAMPA E ESC,49.95,5
44,921454222,KIT COLAR + PULS + BRINCO INF,48.95,5
44,920241587,MEIA MALUCA PERSONAGENS,32.48,2
44,907206299,ENFEITE CABELO SORVETE,62.370000000000005,13
44,907206299,ENFEITE CABELO SORVETE,124.60000000000001,20
44,908354409,FITA BOPP 45MMX40M,83.72,13
44,914970151,BRINCO DOURADO,107.82000000000001,18
45,906678881,TIGELA COM TAMPA,23.98,2
45,916914411,PERF GOLDEN FLOWERI 30ML,46.79,1
45,907206299,ENFEITE CABELO SORVETE,49.900000000000006,10
45,2508397,BRINC DE ENGENHEIRO,110.94,6
45,926840468,CARREGADOR TURBO100W,119.94999999999999,5
45,928486183,PILHA RECARREG AA SP-1815,76.75,5
45,908629686,POP. BULE 14 POLIDO,60.78,2
45,908629698,FERVEDOR 14 POLIDO,39.98,2
45,909222976,CANECA 220ML,234.15,35
45,908629701,FERVEDOR 12 POLIDO,47.97,3
45,4698756,BOLSA PRETA,104.93,7
45,916136116,LIP GLOSS BOBBI RARA,104.93,7
45,944226970,JOGO DE TALHER 17 PEÇAS,39.98,2
45,"429791755 - 14,99",BODY,29.98,2
46,1057616,PÓ FACIAL BAN FENZZA,47.94,6
46,23623119,"20BI-26,99 OCULOS",26.99,1
46,909222920,POTE ORG C/ TAMPA E ESC,39.96,4
46,908629692,BULE 10 POLIDO,47.98,2
46,908091127,TIGELA PLAST. 15CM,46.410000000000004,14
46,908091127,TIGELA PLAST. 15CM,22.94,6
46,935697446,KIT BOLAS PONTEIRA,101.99,1
46,906678881,TIGELA COM TAMPA,56.349999999999994,5
46,954167014,50 LEDS AZUL 8F 5M 89068,75.10000000000001,10
46,927638014,CILIOS TUFINHO NEW SH,119.24000000000001,11
46,2508400,BRINC DE ENGEN 53PCS,110.19999999999999,5
46,908629662,FORMA TUBO 22 POLIDO,224.07999999999998,12
47,908629695,FERVEDOR 16  POLIDO,21.99,1
47,908629665,FORMA TUBO 20 POLIDO,55.96,4
47,926662603,BOLSA DE MAO CAPIVARA,43.49,1
47,814230712,BOLSA TERMICA GX-400097,220.34,6
47,10101387,FANTASIA DIABINHO,46.99,1
47,916136133,LIP GLOSS PHALLEHONEY,108.76,8
47,906678881,TIGELA COM TAMPA,47.96,4
47,916069495,"CORRETIVO BASTAO 6,8G",47.96,4
47,942826161,BOLA NATAL PRATA 15CM,99.95,5
47,921454246,KIT ESPJ DE DEDO P/ MAQ 7PCS,116.65,15
47,918018873,BOLSA TERMICA GX10-25618,73.98,2
47,908629683,FORMA PAO 02 POLIDO,38.97,3
47,907256418,TIGELA COM TAMPA,26.07,3
48,994361,MASCARA CILIOS VOLUME,25.98,2
48,909062911,ELASTICO DE CABELO,44.910000000000004,9
48,960850761,TIARA COM POMPOM,21.98,2
48,907218983,SUPER CARRO TURBO,37.99,1
48,907218986,SUPER CARROS SPIDERA,37.99,1
48,907256449,CANECA 220ML,108.69000000000001,21
48,916914524,SUPER HAIR BONDE 30ML,214.62,18
48,918940224,PO COMPACTO 8G SARAH'S BEAUTY,69.95,5
48,902896887,"TAP EASY BEGE 0,45X0,75",53.99,1
48,920458365,TRIO GARRAFA ALADIM G,53.99,1
48,2007245,MASC CILIOS LUISANCE,113.94,6
48,944226959,JOGO DE TALHER 25 PEÇAS,45.98,2
48,922961171,ESCOVA STITCH PEQUENA,41.78,2
48,942712153,BOLSA WASHBAG,99.94999999999999,5
48,2645834,DP FACE MASSA ACR 12X2,113.94,6
48,944226970,JOGO DE TALHER 17 PEÇAS,99.94999999999999,5
49,909222908,POTE COM TAMPA G,43.98,2
49,928486213,CABO RAPIDO T-C LE-885C,66.93,7
49,917049112,LIP GLOSS L5629,112.69999999999999,10
49,916441814,PULSEIRA INFANTIL,53.94,6
49,935697500,ENFEITE DE PENDURAR,98.89,11
49,946383440,TC VERSALHES 390ML,210.1,16
49,898549902,MOCH TERMICA TOKOSHI,107.98,2
49,947859703,"TOALHA BANHO 70X1,40",35.98,2
49,935697452,BOLA LISA PEROLADA,35.98,2
49,907206380,MINI POTE RET C/ 6 PÇS,39.15,5
49,916168925,BATOM MATTE,44.910000000000004,9
49,920241477,PINCEL DE ESPONJA P/MAKEUP,25.310000000000002,4
49,907206274,ELASTICO DE CABELO,44.910000000000004,9
49,908629698,FERVEDOR 14 POLIDO,19.99,1
49,965647575,SUTIÃ ADS INVISIBLE,35.98,2
49,23623114,OCULOS,43.98,2
50,906678866,POTE COM TAMPA,53.16,4
50,920602943,KIT GRAMPO COM STRASS,95.84,16
50,943315071,BOLSA BEYOUR TRANP C/ALCA,105.55,5
50,917048953,LIP GLOSS L1201,104.31,9
50,940014908,KIT COLAR + PULSEIRA,19.98,2
50,916069502,CREAMY BLUSH 5G,209.89999999999998,10
50,924078102,PULVERIZADOR GIRAFA 550ML,44.46,10
50,935697500,ENFEITE DE PENDURAR,35.96,4
50,907206326,POTE C/ TAMPA 4 DIVI,22.49,1
50,907206397,TIGELA COM TAMPA,38.33,7
50,907206311,ESPELHO,41.97,3
50,899557590,"16,99 CHAPEU",66.25999999999999,4
51,908629689,BULE 12 POLIDO,50.38,2
51,2722984,MASSINHA SOFT UTIGUTI,21.58,2
51,909222908,POTE COM TAMPA G,43.98,2
51,923523613,JURASSIC MINI REX,32.99,1
51,911126262,BRINC DE CONSTRUTOR 53 PCS,103.53,2
51,924078102,PULVERIZADOR GIRAFA 550ML,40.410000000000004,9
51,936157073,CILIOS NEW SHOW 9-14MM 20P,37.01,4
51,943965295,SILICONE KITCHEN SET,32.99,1
51,916136133,LIP GLOSS PHALLEHONEY,209.15,15
51,918817536,KIT PULSEIRA INFANTIL,94.81,19
51,916069512,"GLOSS GOLD 4,5ML",65.94,6
51,907206274,ELASTICO DE CABELO,19.96,4
51,764267059,"BOLSA PROMOCIONAL 34,99",104.97,3
52,926640286,KIT PROMOCIONAL DELETA DANOS,200.04000000000002,6
52,921603697,CANETA LABUBU 10CORES,101.47,13
52,908629686,POP. BULE 14 POLIDO,31.99,1
52,940015043,BANDEJA PEROLA P,39.99,1
52,909222920,POTE ORG C/ TAMPA E ESC,19.48,2
52,2723112,VELA ELITE CARVAO ATIV,103.52,8
52,935697497,GUIRLANDA PLACA BONECO,93.98,2
52,2923934,PINCA MACRILAN PON RET,20.97,3
52,936675004,CORDAO 100 LEDS VERDE,36.08,2
52,906678866,POTE COM TAMPA,41.97,3
52,916288795,PERFUME SPRAY CUTE,41.97,3
52,907206385,MINI POTE COM 4 PÇS,47.760000000000005,9
52,916069495,"CORRETIVO BASTAO 6,8G",64.95,5
52,909222943,POTE COM TAMPA,39.99,1
53,918008229,PEPSI COLA PET 1L,20.62,3
53,940968417,KIT FERRAMENTA,29.99,1
53,907206380,MINI POTE RET C/ 6 PÇS,39.49,5
53,184347,PISTA BRINQUE CARRINHO,18.98,2
53,907218986,SUPER CARROS SPIDERA,37.99,1
53,906678866,POTE COM TAMPA,199.38,12
53,1307769,MINI VENTILADOR USB,35.98,2
53,916069473,CONTORNO EM BASTAO 7G,63.65,5
53,928486203,CABO RAPIDO T-C CB36-3,63.65,5
53,916914622,POWERBANK 20000MAH,100.79,1
53,934840822,MOCHILA ANGUO GX,89.99,1
53,923523607,MINI PETS DA BARBIE,45.98,2
53,944226959,JOGO DE TALHER 25 PEÇAS,45.98,2
53,909222931,POTE COM TAMPA PL,100.77000000000001,3
54,23623117,OCULOS,99.96,4
54,908629665,FORMA TUBO 20 POLIDO,198.77999999999997,12
54,899793870,PIRANHA PARA CABELO,29.950000000000003,5
54,906678881,TIGELA COM TAMPA,32.97,3
54,184347,PISTA BRINQUE CARRINHO,37.96,4
54,2007266,MASCARA CILIOS RUBY RO,16.99,1
54,942712052,COLAR E BRINCO LISE,38,1
54,911982679,TRUCK FORCE,89.97,3
54,928486193,CARREG RAP T-C LE-233FC,62.36,4
54,184347,PISTA BRINQUE CARRINHO,45.55,5
54,56892371,BOLSA DE TECIDO,99.94999999999999,5
54,943965257,MEU LIVRO DE COLOR FACIAL,19.99,1
55,908629701,FERVEDOR 12 POLIDO,15.99,1
55,961734348,COLAR LISE GL173S,36.5,1
55,934572557,SACO DE PRESENTE,27.96,4
55,921454381,KIT PINCEIS P/ MAQ 3PCS,18.98,2
55,921454199,NECESSAIRE 3EM1SUMMER CATS,32.49,1
55,920241629,CARREG RAPIDO CA09-3,197.89999999999998,10
55,963137176,COLAR LISE GL173J,36.5,1
55,776867062,PERFUME STITCH PF59,97.94999999999999,5
55,954124845,COLAR LISE GL173F,36.5,1
55,953314249,COLAR LISE G173RP,36.5,1
55,953314202,COLAR LISE G173MP,36.5,1
55,918940224,PO COMPACTO 8G SARAH'S BEAUTY,37.64,3
55,184347,PISTA BRINQUE CARRINHO,61.89,6
55,918817547,BRACELETE DOURADO,89.94999999999999,5
55,911935613,MAGIC LIP GLOSS CY86033,95.92,8
55,946794190,NUTRY BANANA/MEL 24G,43.129999999999995,21
56,916441694,BASE LIQ 30ML LABRANCHE,96.83999999999999,6
56,907256409,COPO DE VIDRO 480ML VITRAGE,34.95,5
56,936238193,GARRAFA TERM 800ML,197.42,8
56,906678866,POTE COM TAMPA,13.99,1
56,1010326,UNHAS POSTICA 24 Pc,18.96,4
56,922961171,ESCOVA STITCH PEQUENA,95.50999999999999,4
56,935697503,ENFEITE DE PENDURAR,89.94,6
56,2396001,LIXEIRA PEDAL 20LT,42.99,1
56,938147844,SACOLA PRES CAPYBARA,27.93,7
56,921454255,ESPONJA P/MAQUIAGEM,60.75,25
56,907256418,TIGELA COM TAMPA,32.36,4
56,916288816,LIP GLOSS,35.98,2
57,920603085,PLUG MACHO 20A 3P,41.24,6
57,946794190,NUTRY BANANA/MEL 24G,16.18,7
57,909222920,POTE ORG C/ TAMPA E ESC,89.91,9
57,926769559,MINI FRASCO PORTAT 5ML,94.80000000000001,20
57,2098671,DELINEADOR CANET VIVAI,194.32,28
57,2645834,DP FACE MASSA ACR 12X2,93.05,5
57,918940251,GLOSS MAGICO GOOD GIRL 3ML,60.230000000000004,7
57,922057115,ILUMIN JELLY ILUME,35.97,3
57,960850743,PIRANHA DE CABELO,10.98,2
57,905753964,ESTOJO P/ ESC DENTE,10.98,2
57,942712002,MASCARA DE DORMIR,34.93,7
57,936675031,FESTAO 7CM METALIZADO,31.16,4
57,935697482,FITA ARAMA MERRY CHRIS,27.81,1
58,917049112,LIP GLOSS L5629,91.12,8
58,908091150,CANECA INFANTIL,9.99,1
58,949551549,ANEL LISE A0416P,33,2
58,907206299,ENFEITE CABELO SORVETE,31.15,5
58,924078107,PULVERIZADOR OVAL 550ML,35.92,8
58,907256418,TIGELA COM TAMPA,9.99,1
58,1011492,UNHAS POSTICA KISS,191.8,20
58,2007349,CORRT ALTA COBERTURA FABELLA,14.99,1
58,923233034,"LIP GLOSS 4,2ML S6727",59.98,2
58,938731916,POCHETE MASCULINA,39.98,2
58,971107952,FTA MIST CHUCKY 600ML,27.61,4
58,914459715,LIP GLOSS 22228,93.52,8
58,914970146,BRINCO DOURADO,89.82000000000001,18
59,2396001,LIXEIRA PEDAL 20LT,85.98,2
59,908354511,PALETA ILUMINADOR,33.98,2
59,2435083,DOBRADICA 3 C/ PARAF. C/ 2 UNIDS,33.98,2
59,8164417180,BABY COGUMELO DIDATICO,39.59,1
59,923523613,JURASSIC MINI REX,32.99,1
59,943965295,SILICONE KITCHEN SET,32.99,1
59,3040589,BOLSA,25.99,1
59,940968542,ANTENA DIGITAL,92.97,3
59,911982676,COL S.TRUCK CAC BARCOS,25.99,1
59,916190620,CABO P/DADOS KY-6011,188.35,15
59,918940251,GLOSS MAGICO GOOD GIRL 3ML,88.1,10
59,926769431,KIT MANICURE 6PCS,14.98,2
59,958551818,PULVERIZADOR PQ DEC 300ML B2,30.36,4
59,918817536,KIT PULSEIRA INFANTIL,9.98,2
59,911816468,KIT LACO E MEIA INF K01538,59.97,3
60,943965357,COLAR LISE G172DP,32.5,1
60,953314244,COLAR LISE G172VP,32.5,1
60,961734333,COLAR LISE GL172T,32.5,1
60,910807583,PERF BLACK CLOUB 30ML,87.98,2
60,907206326,POTE C/ TAMPA 4 DIVI,85.52,3
60,946794190,NUTRY BANANA/MEL 24G,8.76,4
60,911126292,DOMINO SPIDEY,85.52,3
60,926769559,MINI FRASCO PORTAT 5ML,57.38,12
60,907206311,ESPELHO,14.49,1
60,927396129,BOLSA TERM URSIN,185.94,6
60,23623122,OCULOS,29.99,1
60,924580061,CESTO C/TAMPA 56L BRANCO,31.99,1
60,940968450,LANTERNA USB,25.17,1
60,908629686,POP. BULE 14 POLIDO,31.99,1
60,935697506,PEND BONECO PELUCIA,38.97,3
60,924078102,PULVERIZADOR GIRAFA 550ML,85.31,19
61,914459726,LIP GLOSS,29.98,2
61,"578093743 - 9,99",ESCOVA P/CABELO,29.97,3
61,918018859,BOLSA TERMICA GX-400098,185.54,6
61,911126256,BRINC DE ENGENHEIRO,80.97,3
61,916136116,LIP GLOSS BOBBI RARA,29.98,2
61,907206380,MINI POTE RET C/ 6 PÇS,7.99,1
61,908091127,TIGELA PLAST. 15CM,87.76,24
61,935697479,FITA ARAMADA AR NATAL,24.99,1
61,934572567,SACO DE PRES 10x15,32.33,66
61,908629689,BULE 12 POLIDO,83.97,3
61,909062911,ELASTICO DE CABELO,38.910000000000004,8
61,898761154,PLASTICO ADESIVO 45X10M METALIZADO,53.99,1
61,936675029,FESTAO 9CM METALIZADO,13.98,2
62,921454178,KIT ESPJ MAQ FRUTAS 3P,28.97,3
62,916069461,PALETA SOMBRA GLOW VIP,51.96,4
62,927899594,"LAPISEIRA BOLD 0,7M",13.44,6
62,916441663,LIP GLOSS COFFEE LIPS,181.87,13
62,909222987,ELASTICO DE CABELO,24.43,7
62,908629686,POP. BULE 14 POLIDO,31.99,1
62,3053717,POTE ENFEITE HALLOWEEN,7.49,1
62,941389662,BANDEJA PEROLA PP,31.99,1
62,920053819,CAPA P/COLCHAO MONACO,79.49,1
62,914970113,BATOM MORANGO,29.94,6
62,2723112,VELA ELITE CARVAO ATIV,37.769999999999996,3
62,918817578,KIT DE 6 PRESILHAS,83.86,14
62,926840506,FONE DE OUVIDO S/FIO J-70 PRO,79.98,2
63,920132884,CANECA 250 ML,31.98,2
63,908354409,FITA BOPP 45MMX40M,73.98,12
63,916441739,PRESILHA DOURADA,80.91,9
63,916288658,ESCOVA C/ PÁ PLASTCO,6.99,1
63,908629689,BULE 12 POLIDO,27.99,1
63,943965306,MALETA P 16X28CM,35.99,1
63,920241513,KIT MINI ESPJ GOTA MAQ 5PCS,78.84,16
63,02909,CONTACT METALIZADO MT,12.99,1
63,916069452,PRIM SKIN PERFECT 25ML,179.92,8
63,14878252,CADEIRA INF PRINCESA,73.98,2
63,934572567,SACO DE PRES 10x15,22.52,46
63,2098671,DELINEADOR CANET VIVAI,6.99,1
63,908091150,CANECA INFANTIL,27.52,3
63,926769441,KIT MANICURE 5PCS,51.650000000000006,5
63,918817426,LAÇO COM PÉROLAS,80.91,9
64,916867764,CONTORNO EM BASTAO LA7212,50.66,4
64,927637915,TOA DE MICROFIBRA P/ CABELO,50.66,4
64,908629668,FORMA TUBO 18 POLIDO,175.38,12
64,"504671,",BALDE FESTIVAL LAVANDERIA,26.98,2
64,911935598,LIP GLOSS S6689,79.92,8
64,911982667,SUPER CAR POLICIA,29.99,1
64,911982679,TRUCK FORCE,29.99,1
64,937723715,"CANETA POMPOM STITCH 0,5MM",73.43,7
64,942826161,BOLA NATAL PRATA 15CM,35.98,2
64,911982670,SUPER CAR BOMBEIRO,29.99,1
64,924078092,PULVERIZADOR FLOR 700ML,5.49,1
64,907256418,TIGELA COM TAMPA,19.98,2
64,3040589,BOLSA,77.97,3
64,908091127,TIGELA PLAST. 15CM,27.93,7
64,1288187,SABONETE FLOR YPE 85G,8.97,3
64,920602966,BOLSINHA INFANTIL,79.92,8
65,943965219,FANTASIA BRUX ABOBORA M,32.99,1
65,936675010,LED CASC 138 AZUL ESTR,76.99,1
65,23623119,"20BI-26,99 OCULOS",26.99,1
65,960850825,KIT 6 PRESILHAS,4.99,1
65,1037529,CHICLE BOLA RECHEADO,49.03,17
65,2098671,DELINEADOR CANET VIVAI,26.97,3
65,909223075,PRESILHA DOURADA,79.9,10
65,908091150,CANECA INFANTIL,29.97,3
65,920658539,ESP BOLS RET GLITTER,174.86,14
65,927396117,NECESS TRANSP YIDA,72.47,3
65,907206274,ELASTICO DE CABELO,19.96,4
65,942103369,CANECA CRISTAL 250ML,8.09,1
66,908091115,POTE PL 4 DIVISORIAS,25.99,1
66,908629662,FORMA TUBO 22 POLIDO,31.98,2
66,2401546,HONEY BLUSH & LIPGLOSS,7.99,1
66,936157061,CILIOS NEW SHOW 9-14MM 30P,76.93,7
66,3040589,BOLSA,25.99,1
66,1011492,UNHAS POSTICA KISS,47.95,5
66,924078102,PULVERIZADOR GIRAFA 550ML,4.49,1
66,926840478,CADEADO C/SENHA MINIMEN,71.97,3
66,961216939,COLAR LISE,29,1
66,776867108,GUARD COQ 22X23CM 50FL,173.14000000000001,46
66,934572577,SACO DE PRES 58x89,14.97,3
66,908629701,FERVEDOR 12 POLIDO,31.98,2
66,911982676,COL S.TRUCK CAC BARCOS,77.97,3
67,908629683,FORMA PAO 02 POLIDO,25.98,2
67,814230776,KIT LACO + TIC TAC,47.94,6
67,955639979,PT VD CAN 850ML C/COLHER,170.94,6
67,943394006,PORTA COPO 8 LUG CROMA,25.98,2
67,914969985,KIT ESPONJA MAQUI C/4,3.99,1
67,918940232,PALE BLUSH 5G SARAH'S,25.98,2
67,922961180,STITCH SUPORTE BRACO,24.74,1
67,955093795,BOLSA COLOR CAQUI,69.99,1
67,2396243,LAPIS DELINEADOR,31.12,8
67,926769421,KIT P/ SOBRANCELHAS 2PCS,7.58,2
67,914459785,LIP GLOSS BOBBI RARA,25.98,2
67,946968438,COLAR E BRINCO LISE,28.5,1
67,916867785,BRUMA FIXADORA MATTE,25.98,2
67,929931283,LUMINARIA REPEL ELET,75.96,4
67,926840436,CABO USB IOS 1METRO,11.99,1
67,943965290,ISQUEIRO PEDRA,77.61,39
68,941955570,PRESILHA INF CARTELADA 03,45.74,16
68,899793817,COLHER NEW CAPRESE,3.98,2
68,955640027,KIT MALDIVAS PT 18PC,169.99,1
68,918817573,PRESILHA DE CORAÇÃO,76.89,11
68,934572598,SACO DE PRES 88x120,11.98,2
68,926769503,KIT ESCV FACIAL + LIXA + ESCV,7.49,1
68,2396243,LAPIS DELINEADOR,23.94,6
68,916441703,KIT DE STRASS,27.93,7
68,914969985,KIT ESPONJA MAQUI C/4,27.93,7
68,916867790,CHOCO FUN FENZZA,73.45,5
68,911982664,TARTARUGA MARUJO,24.99,1
68,911982679,TRUCK FORCE,29.99,1
68,"578093743 - 9,99",ESCOVA P/CABELO,69.93,7
69,907218978,MOTO BRINQUEDO,23.99,1
69,927899581,"LAPISEIRA BOLD 0,7M",7.220000000000001,3
69,920241513,KIT MINI ESPJ GOTA MAQ 5PCS,44.910000000000004,9
69,926662621,BOLSA DE MAO LABUBU,69.33000000000001,2
69,908091127,TIGELA PLAST. 15CM,11.97,3
69,936186997,CHOKER K074A,27.5,1
69,921515158,SAIA PARA FESTAS,29.98,2
69,909222987,ELASTICO DE CABELO,76.78,22
69,905754078,HALTER PARA CÃES,168.14,6
69,2723112,VELA ELITE CARVAO ATIV,22.78,2
69,921454334,TOUCA CETIM ESTAMPADA,71.02000000000001,8
69,927899568,"LAPISEIRA BOLD 0,7M",2.99,1
70,923169665,FACA MESA CONTINENTAL,6.98,2
70,916168917,ILUMINADOR SHIMMER,23.98,2
70,949551504,ANEL LISE A0316P,27,2
70,907206326,POTE C/ TAMPA 4 DIVI,22.49,1
70,905753964,ESTOJO P/ ESC DENTE,10.98,2
70,907206385,MINI POTE COM 4 PÇS,10.98,2
70,916914575,LUMINARIA E VENTILADOR,66.99,1
70,914459708,SHINY LIP GLOSS,23.98,2
70,920458388,CACHEPOT CORAÇÃO,28.99,1
70,907256449,CANECA 220ML,166.88,32
70,940927059,"PANELA PRESSAO 4,5L",75.99,1
70,955093795,BOLSA COLOR CAQUI,69.99,1
70,944571210,NUTRY AVELA C/CHO 22G,2.19,1
70,918940257,LAPIS LABIAL S8330,43.15,5
71,899793829,COLHER DE CHÁ,1.99,1
71,936675027,FESTAO 7CMC/ PAPAI NOEL,166.39000000000001,21
71,911935571,LIP GLOSS L3908,68.94,6
71,916069446,"BASE LIQ NATURAL BLEND 3,5ML",41.97,3
71,1039481,"CORTADOR UNHA 7,8 WELLMIX",4.99,1
71,942712125,CARTEIRA FEMININA,74.97,3
71,923523610,MINI GATA NA CASINHA,22.99,1
71,4698756,BOLSA PRETA,28.48,2
71,908091115,POTE PL 4 DIVISORIAS,22.04,1
71,929931312,"MASCARA DESCARTAV 2,99",26.910000000000004,9
71,921454178,KIT ESPJ MAQ FRUTAS 3P,64.84,6
71,946794190,NUTRY BANANA/MEL 24G,10.84,5
72,911982673,COL S.TRUCK CAC VER,25.99,1
72,911982676,COL S.TRUCK CAC BARCOS,25.99,1
72,920241523,ESPJ DE MAQUIAGEM NO ESTJ,38.35,5
72,908629680,FORMA PAO 03 POLIDO,161.6,10
72,955093740,ARAME DE NATAL,1.98,2
72,920053817,CAPA P/COLCHAO MONACO,67.94,1
72,908091150,CANECA INFANTIL,9.99,1
72,924078092,PULVERIZADOR FLOR 700ML,21.96,4
72,907206311,ESPELHO,27.98,2
72,926828917,MOCHILA STICH / ANGEL,64.49,1
72,908091115,POTE PL 4 DIVISORIAS,25.99,1
72,909222908,POTE COM TAMPA G,21.59,1
72,955093749,GUARDA CHUVA AZUL,71.96,4
72,944571210,NUTRY AVELA C/CHO 22G,4.98,2
73,938855717,PULSE LISE PL138B,25,1
73,947103802,COLAR E BRINCO CJI023,25,1
73,916914632,POWERBANK 10000MAH,63.99,1
73,898740711,ARQUIVO FACIL - PRETO,20.97,3
73,916914627,APARADOR DE CABELO KEMEI,63.99,1
73,943394004,PORTA PAPEL T MESA,27.97,3
73,916288658,ESCOVA C/ PÁ PLASTCO,20.97,3
73,908091127,TIGELA PLAST. 15CM,71.82,18
73,1011492,UNHAS POSTICA KISS,20.880000000000003,2
73,908091138,CANECA INFANTIL,9.98,2
73,920241504,ESPJ DE DEDO P/ MAQ.,3.98,2
73,908091138,CANECA INFANTIL,67.52000000000001,13
73,928486183,PILHA RECARREG AA SP-1815,159.9,10
73,926769544,LIXA POLIDORA DE UNHAS,37.07,13
74,923523598,BABY DRAGOES,69.99,1
74,947859703,"TOALHA BANHO 70X1,40",19.99,1
74,916441668,GLOSS BELLA ANGEL,65.97,3
74,935697491,FESTAO VERDE,8.99,1
74,909996071,BODY SPLASH LOVELY KIWI 200ML,19.99,1
74,947859745,PIRANHA DE CABELO,24.950000000000003,5
74,936675031,FESTAO 7CM METALIZADO,36.75,5
74,928181208,"ESPONJA MAQUIAGEM 5,99",158.73000000000002,27
74,926840526,SUPORTE DE TABLET,63.98,2
74,776867062,PERFUME STITCH PF59,19.99,1
74,944226970,JOGO DE TALHER 17 PEÇAS,19.99,1
74,908091138,CANECA INFANTIL,27.44,6
74,56892371,BOLSA DE TECIDO,19.99,1
75,2923943,PINCA MACRILAN P FINA,19.98,2
75,951302746,DISPENSER TRAVA MAIS,157.4,5
75,922933348,CANECA 120 ML,69.93,7
75,2396243,LAPIS DELINEADOR,7.99,1
75,907206380,MINI POTE RET C/ 6 PÇS,7.99,1
75,908090915,ESMALTE IMPALA,62.910000000000004,9
75,936675004,CORDAO 100 LEDS VERDE,36.08,2
75,10125035,BOLSA,26.99,1
75,916441892,COLAR PRATA,69.93,7
75,911126277,JG MEMORIA  ANIMAIS,64.47,3
75,948570370,BRINCO LISE IM174P,24,1
75,924580044,PAR DE LUVAS M,19.98,2
75,908091150,CANECA INFANTIL,19.98,2
76,911935587,PALETA SOMB STITCH,63.96,4
76,918940207,PALETA SOMBRAS FIRST CHOICE,63.96,4
76,938855766,TIARA COROA ROXA,23.98,2
76,907206397,TIGELA COM TAMPA,157.26,24
76,916288658,ESCOVA C/ PÁ PLASTCO,6.99,1
76,954703906,PRESILHAS LACO PÉROLAS,18.99,1
76,942103369,CANECA CRISTAL 250ML,26.95,5
76,926840436,CABO USB IOS 1METRO,60.760000000000005,4
76,936675001,CORDAO 100 LEDS FIXA,18.99,1
76,920241608,CABO CARREG T-C - T-C EZ-W86,35.98,2
76,898740711,ARQUIVO FACIL - PRETO,69.9,10
76,905753964,ESTOJO P/ ESC DENTE,16.47,3
77,924078120,SABONETEIRA FLOR 550ML,15.96,4
77,954703789,MONTAGEM LACO,26.939999999999998,6
77,938829130,FESTAO 7CM LUXO,23.97,3
77,776867129,P. HIG MAX PURE FD 12R,156.51,9
77,920123799,MINI CHOCO BAUDU 80GR,60.72,8
77,907218980,CARRINHO DE BRINQUEDO,68.97,3
